#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
11,"Beautiful Sound","Newsboys",107,3B,71,2016-08-21,03:46,34,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Love Liberty Disco",1999-01-01,32,22,0,32,0,10,-5,C♯/D♭ Major,4,4WusouVOazbP8QQ1RarZuZ,USSP39912399,no
12,"Love, Liberty, Disco","Newsboys",111,12B,68,2016-08-21,03:45,33,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Love Liberty Disco",1999-01-01,71,56,0,96,0,10,-6,E Major,4,5CiPgCuSdp9MadXYs3FIHw,USSP39912392,no
13,"Go","Newsboys",110,3B,91,2016-08-21,02:52,5,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Go",2006-01-01,66,1,0,84,0,10,-5,C♯/D♭ Major,4,1uCsCPuCqMMIX2oU7cmsa7,USP1R0600127,no
14,"I Am Free (Who The Son Sets Free)","Newsboys",136,11B,93,2016-08-21,03:36,20,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Go",2006-01-01,50,0,0,66,0,30,-6,A Major,4,4KjcUHwk761y4NluDWQKV8,USP1R0600125,no
15,"He Reigns","Newsboys",182,8B,65,2016-08-21,04:55,56,"christian, ccm, christian rock, worship, christian alternative rock, christian pop, pop worship","Adoration",2003-01-01,56,39,0,71,0,0,-6,C Major,4,29CXyxlvSPr0DXDQmoxz8d,USSP30218289,no
16,"Big House","Audio Adrenaline",112,11B,95,2016-08-21,03:38,41,"christian rock, ccm, christian alternative rock, christian, christian pop","The Ultimate Collection",2009-01-01,76,3,0,85,10,0,-3,A Major,4,0KYspevtLzAgdX652qKzFI,USFF19310482,no
17,"Ocean Floor","Audio Adrenaline",150,8B,74,2016-08-21,04:07,27,"christian rock, ccm, christian alternative rock, christian, christian pop","The Ultimate Collection",2009-01-01,38,0,0,47,0,20,-4,C Major,4,58A6GWs0uUPF6IMrKqZoOr,USFF10115435,no
18,"For The Sake Of The Call","Steven Curtis Chapman",107,12B,59,2016-08-21,05:30,36,"ccm, christian, christian pop","For The Sake Of The Call",1990-01-01,62,29,0,55,0,30,-12,E Major,4,1PZTxijd7R0dq1fOQb8JAC,USSP39013387,no
19,"The Great Adventure","Steven Curtis Chapman",139,10B,80,2016-08-21,04:37,47,"ccm, christian, christian pop","The Great Adventure",1992-01-01,61,1,0,80,0,20,-12,D Major,4,59mnb4tpRbH456ey5INhCh,USSP39213391,no
20,"Heaven In The Real World","Steven Curtis Chapman",121,8B,64,2016-08-21,04:50,30,"ccm, christian, christian pop","Heaven In The Real World",1994-01-01,63,31,0,55,0,10,-10,C Major,4,0FCXbbBBP6vTLxXz156dmj,USSP39413394,no
